title,link,reviewer,stars,gm,year,sentiment_sentiment_neg,sentiment_sentiment_neu,sentiment_sentiment_pos,sentiment_sentiment_compound,review_length
There Will Be Blood,https://www.rogerebert.com/reviews/there-will-be-blood-2008,Roger Ebert,3.5,False,2008,0.097,0.776,0.127,0.9848,5616
The Orphanage,https://www.rogerebert.com/reviews/the-orphanage-2007,Roger Ebert,3.5,False,2007,0.116,0.786,0.099,-0.9636,3932
The Water Horse: Legend of the Deep,https://www.rogerebert.com/reviews/the-water-horse-legend-of-the-deep-2007,Roger Ebert,3.5,False,2007,0.068,0.794,0.138,0.9946,3827
The Savages,https://www.rogerebert.com/reviews/the-savages-2007,Roger Ebert,3.5,False,2007,0.106,0.777,0.116,0.829,4330
The Namesake,https://www.rogerebert.com/reviews/the-namesake,Roger Ebert,3.5,False,namesake,0.033,0.817,0.15,0.9987,4442
Memories of Tomorrow,https://www.rogerebert.com/reviews/memories-of-tomorrow-2007,Roger Ebert,3.5,False,2007,0.148,0.75,0.102,-0.9783,2799
I'm Not There,https://www.rogerebert.com/reviews/im-not-there-2007,Roger Ebert,3.5,False,2007,0.078,0.845,0.078,0.7255,5029
Redacted,https://www.rogerebert.com/reviews/redacted-2007,Roger Ebert,3.5,False,2007,0.168,0.755,0.077,-0.9987,4557
Pierrepoint: The Last Hangman,https://www.rogerebert.com/reviews/pierrepoint-the-last-hangman-2007-1,Roger Ebert,3.5,False,1,0.114,0.808,0.078,-0.9903,5913
Lake of Fire,https://www.rogerebert.com/reviews/lake-of-fire-2007,Roger Ebert,3.5,False,2007,0.131,0.765,0.104,-0.9846,4093
Control,https://www.rogerebert.com/reviews/control-2007,Roger Ebert,3.5,False,2007,0.105,0.805,0.09,-0.9251,4364
Shut Up and Sing,https://www.rogerebert.com/reviews/shut-up-and-sing-2007,Roger Ebert,3.5,False,2007,0.127,0.708,0.165,0.995,5811
Gone Baby Gone,https://www.rogerebert.com/reviews/gone-baby-gone-2007,Roger Ebert,3.5,False,2007,0.094,0.805,0.101,0.5513,5020
Lars and the Real Girl,https://www.rogerebert.com/reviews/lars-and-the-real-girl-2007,Roger Ebert,3.5,False,2007,0.083,0.753,0.163,0.9981,4957
The Darjeeling Limited,https://www.rogerebert.com/reviews/the-darjeeling-limited-2007,Roger Ebert,3.5,False,2007,0.061,0.835,0.105,0.9934,5456
The Assassination of Jesse James by the Coward Robert Ford,https://www.rogerebert.com/reviews/the-assassination-of-jesse-james-by-the-coward-robert-ford-2007,Roger Ebert,3.5,False,2007,0.12,0.756,0.124,-0.5356,5017
Blame it on Fidel,https://www.rogerebert.com/reviews/blame-it-on-fidel-2007,Roger Ebert,3.5,False,2007,0.116,0.751,0.134,0.9405,4615
Jane Austen Book Club,https://www.rogerebert.com/reviews/jane-austen-book-club-2007,Roger Ebert,3.5,False,2007,0.066,0.784,0.151,0.9984,5517
The Brave One,https://www.rogerebert.com/reviews/the-brave-one-2007,Roger Ebert,3.5,False,2007,0.143,0.709,0.147,-0.3589,3827
Shoot 'em up,https://www.rogerebert.com/reviews/shoot-em-up-2007,Roger Ebert,3.5,False,2007,0.098,0.806,0.096,-0.6653,4663
Delirious,https://www.rogerebert.com/reviews/delirious-2007,Roger Ebert,3.5,False,2007,0.062,0.836,0.102,0.9889,4483
Private Property,https://www.rogerebert.com/reviews/private-property-2007,Roger Ebert,3.5,False,2007,0.083,0.806,0.111,0.9802,4301
Superbad,https://www.rogerebert.com/reviews/superbad-2007,Roger Ebert,3.5,False,2007,0.075,0.798,0.127,0.9925,4417
Rocket Science,https://www.rogerebert.com/reviews/rocket-science-2007,Roger Ebert,3.5,False,2007,0.09,0.806,0.104,0.9332,4062
This is England,https://www.rogerebert.com/reviews/this-is-england-2007,Roger Ebert,3.5,False,2007,0.161,0.758,0.082,-0.9979,4253
The Real Dirt on Farmer John,https://www.rogerebert.com/reviews/the-real-dirt-on-farmer-john-2007,Roger Ebert,3.5,False,2007,0.045,0.856,0.1,0.9877,3640
The Bourne Ultimatum,https://www.rogerebert.com/reviews/the-bourne-ultimatum-2007,Roger Ebert,3.5,False,2007,0.095,0.821,0.085,-0.9094,5142
Hairspray,https://www.rogerebert.com/reviews/hairspray-2007,Roger Ebert,3.5,False,2007,0.037,0.815,0.148,0.998,3805
Talk to Me,https://www.rogerebert.com/reviews/talk-to-me-2007,Roger Ebert,3.5,False,2007,0.114,0.746,0.14,0.9802,4884
Rescue Dawn,https://www.rogerebert.com/reviews/rescue-dawn-2007,Roger Ebert,3.5,False,2007,0.082,0.841,0.077,-0.6306,4900
Sicko,https://www.rogerebert.com/reviews/sicko-2007,Roger Ebert,3.5,False,2007,0.1,0.786,0.114,0.9008,4946
A Mighty Heart,https://www.rogerebert.com/reviews/a-mighty-heart-2007,Roger Ebert,3.5,False,2007,0.175,0.729,0.095,-0.9976,4442
Stephanie Daley,https://www.rogerebert.com/reviews/stephanie-daley-2007,Roger Ebert,3.5,False,2007,0.137,0.75,0.113,-0.9612,3554
Bug,https://www.rogerebert.com/reviews/bug-2007,Roger Ebert,3.5,False,2007,0.174,0.727,0.099,-0.995,3699
Brand Upon the Brain!,https://www.rogerebert.com/reviews/brand-upon-the-brain-2007,Roger Ebert,3.5,False,2007,0.071,0.885,0.045,-0.9305,3626
Mafioso,https://www.rogerebert.com/reviews/mafioso-2007,Roger Ebert,3.5,False,2007,0.026,0.861,0.114,0.9964,4093
Stranger Than Fiction,https://www.rogerebert.com/reviews/stranger-than-fiction-2006,Roger Ebert,3.5,False,2006,0.091,0.756,0.152,0.9951,4826
Conversations with Other Women,https://www.rogerebert.com/reviews/conversations-with-other-women-2006,Roger Ebert,3.5,False,2006,0.044,0.869,0.087,0.9911,5093
The Illusionist,https://www.rogerebert.com/reviews/the-illusionist-2006,Roger Ebert,3.5,False,2006,0.078,0.821,0.101,0.9763,6106
Little Miss Sunshine,https://www.rogerebert.com/reviews/little-miss-sunshine-2006,Roger Ebert,3.5,False,2006,0.088,0.755,0.157,0.9967,4836
Clean,https://www.rogerebert.com/reviews/clean-2006,Roger Ebert,3.5,False,2006,0.089,0.796,0.115,0.975,4043
The Lake House,https://www.rogerebert.com/reviews/the-lake-house-2006,Roger Ebert,3.5,False,2006,0.073,0.84,0.087,0.9286,4588
The Heart of the Game,https://www.rogerebert.com/reviews/the-heart-of-the-game-2006,Roger Ebert,3.5,False,2006,0.064,0.802,0.134,0.9974,5994
The King,https://www.rogerebert.com/reviews/the-king-2006,Roger Ebert,3.5,False,2006,0.073,0.783,0.144,0.9964,4877
Twelve and Holding,https://www.rogerebert.com/reviews/twelve-and-holding-2006,Roger Ebert,3.5,False,2006,0.158,0.739,0.104,-0.9915,3373
Saving Shiloh,https://www.rogerebert.com/reviews/saving-shiloh-2006,Roger Ebert,3.5,False,2006,0.118,0.715,0.167,0.9906,3654
Mountain Patrol: Kekexili,https://www.rogerebert.com/reviews/mountain-patrol-kekexili-2006,Roger Ebert,3.5,False,2006,0.121,0.776,0.103,-0.9161,4480
Look Both Ways,https://www.rogerebert.com/reviews/look-both-ways-2006,Roger Ebert,3.5,False,2006,0.18,0.731,0.089,-0.9983,4665
Hard Candy,https://www.rogerebert.com/reviews/hard-candy-2006,Roger Ebert,3.5,False,2006,0.097,0.76,0.143,0.9862,3805
The Notorious Bettie Page,https://www.rogerebert.com/reviews/the-notorious-bettie-page-2006,Roger Ebert,3.5,False,2006,0.086,0.783,0.13,0.9929,5572
Take My Eyes,https://www.rogerebert.com/reviews/take-my-eyes-2006,Roger Ebert,3.5,False,2006,0.135,0.777,0.088,-0.9897,4608
Americanese,https://www.rogerebert.com/reviews/americanese-2006,Roger Ebert,3.5,False,2006,0.058,0.815,0.126,0.9971,5313
Thank You for Smoking,https://www.rogerebert.com/reviews/thank-you-for-smoking-2006,Roger Ebert,3.5,False,2006,0.096,0.731,0.173,0.9979,5694
Game 6,https://www.rogerebert.com/reviews/game-6-2006,Roger Ebert,3.5,False,2006,0.074,0.811,0.114,0.9837,4618
Winter Passing,https://www.rogerebert.com/reviews/winter-passing-2006,Roger Ebert,3.5,False,2006,0.063,0.825,0.112,0.9913,4315
Unknown White Male,https://www.rogerebert.com/reviews/unknown-white-male-2006,Roger Ebert,3.5,False,2006,0.057,0.837,0.106,0.9959,5946
Something New,https://www.rogerebert.com/reviews/something-new-2006,Roger Ebert,3.5,False,2006,0.04,0.768,0.192,0.9994,5156
Isn't This a Time!,https://www.rogerebert.com/reviews/isnt-this-a-time-2006,Roger Ebert,3.5,False,2006,0.034,0.882,0.084,0.9872,4044
The Matador,https://www.rogerebert.com/reviews/the-matador-2006,Roger Ebert,3.5,False,2006,0.126,0.687,0.187,0.9966,4748
Breakfast on Pluto,https://www.rogerebert.com/reviews/breakfast-on-pluto-2005,Roger Ebert,3.5,False,2005,0.098,0.775,0.127,0.987,6024
Duane Hopwood,https://www.rogerebert.com/reviews/duane-hopwood-2005,Roger Ebert,3.5,False,2005,0.096,0.738,0.166,0.9981,5606
Harry Potter and the Goblet of Fire,https://www.rogerebert.com/reviews/harry-potter-and-the-goblet-of-fire-2005,Roger Ebert,3.5,False,2005,0.098,0.779,0.123,0.9797,6166
Walk the Line,https://www.rogerebert.com/reviews/walk-the-line-2005,Roger Ebert,3.5,False,2005,0.072,0.81,0.118,0.9929,5230
The Passenger,https://www.rogerebert.com/reviews/the-passenger-2005-1,Roger Ebert,3.5,False,1,0.101,0.839,0.06,-0.9931,6119
The Squid and the Whale,https://www.rogerebert.com/reviews/the-squid-and-the-whale-2005,Roger Ebert,3.5,False,2005,0.099,0.721,0.18,0.9978,4412
Jarhead,https://www.rogerebert.com/reviews/jarhead-2005,Roger Ebert,3.5,False,2005,0.144,0.787,0.069,-0.9979,5664
The Weather Man,https://www.rogerebert.com/reviews/the-weather-man-2005,Roger Ebert,3.5,False,2005,0.127,0.768,0.105,-0.9743,6220
Shopgirl,https://www.rogerebert.com/reviews/shopgirl-2005,Roger Ebert,3.5,False,2005,0.059,0.764,0.177,0.9992,5354
Three... Extremes,https://www.rogerebert.com/reviews/three-extremes-2005,Roger Ebert,3.5,False,2005,0.146,0.76,0.094,-0.9962,5753
Nine Lives,https://www.rogerebert.com/reviews/nine-lives-2005,Roger Ebert,3.5,False,2005,0.075,0.801,0.124,0.992,4537
Stay,https://www.rogerebert.com/reviews/stay-2005,Roger Ebert,3.5,False,2005,0.078,0.87,0.052,-0.9781,4972
Wallace and Gromit: The Curse of the Were-Rabbit,https://www.rogerebert.com/reviews/wallace-and-gromit-the-curse-of-the-were-rabbit-2005,Roger Ebert,3.5,False,2005,0.065,0.774,0.161,0.9973,4414
In Her Shoes,https://www.rogerebert.com/reviews/in-her-shoes-2005,Roger Ebert,3.5,False,2005,0.062,0.82,0.118,0.994,5141
Two for the Money,https://www.rogerebert.com/reviews/two-for-the-money-2005,Roger Ebert,3.5,False,2005,0.049,0.85,0.101,0.9954,5538
Keane,https://www.rogerebert.com/reviews/keane-2005,Roger Ebert,3.5,False,2005,0.135,0.753,0.112,-0.9602,4270
Oliver Twist,https://www.rogerebert.com/reviews/oliver-twist-2005,Roger Ebert,3.5,False,2005,0.115,0.754,0.13,0.9324,6455
The Talent Given Us,https://www.rogerebert.com/reviews/the-talent-given-us-2005,Roger Ebert,3.5,False,2005,0.047,0.853,0.1,0.992,5095
"The Prize Winner of Defiance, Ohio",https://www.rogerebert.com/reviews/the-prize-winner-of-defiance-ohio-2005,Roger Ebert,3.5,False,2005,0.103,0.745,0.152,0.9904,4846
A History of Violence,https://www.rogerebert.com/reviews/a-history-of-violence-2005,Roger Ebert,3.5,False,2005,0.144,0.771,0.085,-0.9958,5784
Flightplan,https://www.rogerebert.com/reviews/flightplan-2005,Roger Ebert,3.5,False,2005,0.132,0.786,0.082,-0.9946,4354
Everything is Illuminated,https://www.rogerebert.com/reviews/everything-is-illuminated-2005,Roger Ebert,3.5,False,2005,0.069,0.799,0.133,0.997,5255
Elevator to the Gallows,https://www.rogerebert.com/reviews/elevator-to-the-gallows-2005,Roger Ebert,3.5,False,2005,0.125,0.76,0.115,-0.9043,4115
Lord of War,https://www.rogerebert.com/reviews/lord-of-war-2005,Roger Ebert,3.5,False,2005,0.177,0.704,0.119,-0.9964,4615
Green Street Hooligans,https://www.rogerebert.com/reviews/green-street-hooligans-2005,Roger Ebert,3.5,False,2005,0.156,0.767,0.077,-0.9983,5129
The Memory of a Killer,https://www.rogerebert.com/reviews/the-memory-of-a-killer-2005,Roger Ebert,3.5,False,2005,0.123,0.78,0.097,-0.9857,4686
The 40-Year-Old Virgin,https://www.rogerebert.com/reviews/the-40-year-old-virgin-2005,Roger Ebert,3.5,False,2005,0.047,0.782,0.171,0.9989,4825
Firecracker,https://www.rogerebert.com/reviews/firecracker-2005,Roger Ebert,3.5,False,2005,0.091,0.83,0.079,-0.9362,5534
Duma,https://www.rogerebert.com/reviews/duma-2005,Roger Ebert,3.5,False,2005,0.071,0.757,0.172,0.9988,4928
Hustle and Flow,https://www.rogerebert.com/reviews/hustle-and-flow-2005,Roger Ebert,3.5,False,2005,0.046,0.78,0.175,0.9993,5429
March of the Penguins,https://www.rogerebert.com/reviews/march-of-the-penguins-2005,Roger Ebert,3.5,False,2005,0.049,0.852,0.099,0.9943,5155
King of the Corner,https://www.rogerebert.com/reviews/king-of-the-corner-2005,Roger Ebert,3.5,False,2005,0.136,0.767,0.097,-0.9933,5120
Mysterious Skin,https://www.rogerebert.com/reviews/mysterious-skin-2005,Roger Ebert,3.5,False,2005,0.099,0.788,0.112,0.9524,6086
Cinderella Man,https://www.rogerebert.com/reviews/cinderella-man-2005,Roger Ebert,3.5,False,2005,0.136,0.695,0.169,0.9914,5532
Kontroll,https://www.rogerebert.com/reviews/kontroll-2005,Roger Ebert,3.5,False,2005,0.106,0.813,0.081,-0.9816,4900
Layer Cake,https://www.rogerebert.com/reviews/layer-cake-2005,Roger Ebert,3.5,False,2005,0.082,0.806,0.112,0.9645,4477
Brothers,https://www.rogerebert.com/reviews/brothers-2005,Roger Ebert,3.5,False,2005,0.132,0.748,0.121,-0.9535,4484
Star Wars -- Episode III: Revenge of the Sith,https://www.rogerebert.com/reviews/star-wars-episode-iii-revenge-of-the-sith-2005,Roger Ebert,3.5,False,2005,0.109,0.767,0.124,0.9671,6768
Tell Them Who You Are,https://www.rogerebert.com/reviews/tell-them-who-you-are-2005,Roger Ebert,3.5,False,2005,0.055,0.812,0.133,0.9986,6872
Kingdom of Heaven,https://www.rogerebert.com/reviews/kingdom-of-heaven-2005,Roger Ebert,3.5,False,2005,0.109,0.761,0.129,0.9792,6109
Palindromes,https://www.rogerebert.com/reviews/palindromes-2005,Roger Ebert,3.5,False,2005,0.142,0.745,0.113,-0.9917,5537
Enron: The Smartest Guys in the Room,https://www.rogerebert.com/reviews/enron-the-smartest-guys-in-the-room-2005,Roger Ebert,3.5,False,2005,0.109,0.806,0.085,-0.9909,6479
Look at Me,https://www.rogerebert.com/reviews/look-at-me-2005,Roger Ebert,3.5,False,2005,0.117,0.712,0.171,0.9952,4633
Fever Pitch,https://www.rogerebert.com/reviews/fever-pitch-2005,Roger Ebert,3.5,False,2005,0.042,0.792,0.166,0.9994,6099
Melinda and Melinda,https://www.rogerebert.com/reviews/melinda-and-melinda-2005,Roger Ebert,3.5,False,2005,0.081,0.81,0.11,0.9721,5648
Schultze Gets the Blues,https://www.rogerebert.com/reviews/schultze-gets-the-blues-2005,Roger Ebert,3.5,False,2005,0.065,0.851,0.084,0.9659,4836
Gunner Palace,https://www.rogerebert.com/reviews/gunner-palace-2005,Roger Ebert,3.5,False,2005,0.107,0.802,0.091,-0.9781,6239
Off the Map,https://www.rogerebert.com/reviews/off-the-map-2005,Roger Ebert,3.5,False,2005,0.082,0.799,0.119,0.9921,5180
Robots,https://www.rogerebert.com/reviews/robots-2005,Roger Ebert,3.5,False,2005,0.044,0.829,0.127,0.9982,5992
Dear Frankie,https://www.rogerebert.com/reviews/dear-frankie-2005,Roger Ebert,3.5,False,2005,0.052,0.842,0.106,0.9941,5132
Taal,https://www.rogerebert.com/reviews/taal-1999,Roger Ebert,3.5,False,1999,0.039,0.802,0.159,0.9994,6587
Nobody Knows,https://www.rogerebert.com/reviews/nobody-knows-2005,Roger Ebert,3.5,False,2005,0.071,0.827,0.102,0.9915,5404
Born into Brothels,https://www.rogerebert.com/reviews/born-into-brothels-2005,Roger Ebert,3.5,False,2005,0.063,0.841,0.095,0.9887,4763
The Assassination of Richard Nixon,https://www.rogerebert.com/reviews/the-assassination-of-richard-nixon-2005,Roger Ebert,3.5,False,2005,0.093,0.807,0.1,0.9562,5172
The Woodsman,https://www.rogerebert.com/reviews/the-woodsman-2005,Roger Ebert,3.5,False,2005,0.088,0.791,0.121,0.9845,5041
Bad Education,https://www.rogerebert.com/reviews/bad-education-2004,Roger Ebert,3.5,False,2004,0.083,0.784,0.133,0.9942,4870
A Very Long Engagement,https://www.rogerebert.com/reviews/a-very-long-engagement-2004,Roger Ebert,3.5,False,2004,0.147,0.679,0.175,0.9812,4544
Finding Neverland,https://www.rogerebert.com/reviews/finding-neverland-2004,Roger Ebert,3.5,False,2004,0.078,0.76,0.162,0.9986,5764
The Incredibles,https://www.rogerebert.com/reviews/the-incredibles-2004,Roger Ebert,3.5,False,2004,0.099,0.801,0.1,0.0891,4734
Primer,https://www.rogerebert.com/reviews/primer-2004,Roger Ebert,3.5,False,2004,0.058,0.827,0.115,0.996,5010
Birth,https://www.rogerebert.com/reviews/birth-2004,Roger Ebert,3.5,False,2004,0.078,0.765,0.157,0.9977,4864
Friday Night Lights,https://www.rogerebert.com/reviews/friday-night-lights-2004,Roger Ebert,3.5,False,2004,0.089,0.776,0.136,0.9953,5789
Ladder 49,https://www.rogerebert.com/reviews/ladder-49-2004,Roger Ebert,3.5,False,2004,0.103,0.758,0.139,0.9908,5139
Silver City,https://www.rogerebert.com/reviews/silver-city-2004,Roger Ebert,3.5,False,2004,0.085,0.729,0.187,0.999,6198
Bright Young Things,https://www.rogerebert.com/reviews/bright-young-things-2004,Roger Ebert,3.5,False,2004,0.1,0.697,0.203,0.9992,6214
Cellular,https://www.rogerebert.com/reviews/cellular-2004,Roger Ebert,3.5,False,2004,0.081,0.796,0.123,0.9836,4850
Hero,https://www.rogerebert.com/reviews/hero-2004,Roger Ebert,3.5,False,2004,0.106,0.805,0.088,-0.976,5369
Riding Giants,https://www.rogerebert.com/reviews/riding-giants-2004,Roger Ebert,3.5,False,2004,0.063,0.861,0.076,0.9322,5951
Intimate Strangers,https://www.rogerebert.com/reviews/intimate-strangers-2004,Roger Ebert,3.5,False,2004,0.075,0.835,0.09,0.9587,5432
Collateral,https://www.rogerebert.com/reviews/collateral-2004,Roger Ebert,3.5,False,2004,0.066,0.82,0.114,0.9922,5576
The Blind Swordsman: Zatoichi,https://www.rogerebert.com/reviews/the-blind-swordsman-zatoichi-2004,Roger Ebert,3.5,False,2004,0.1,0.78,0.12,0.9081,5326
Open Water,https://www.rogerebert.com/reviews/open-water-2004,Roger Ebert,3.5,False,2004,0.094,0.79,0.116,0.962,4935
A Home at the End of the World,https://www.rogerebert.com/reviews/a-home-at-the-end-of-the-world-2004,Roger Ebert,3.5,False,2004,0.059,0.774,0.167,0.9988,4977
Maria Full of Grace,https://www.rogerebert.com/reviews/maria-full-of-grace-2004,Roger Ebert,3.5,False,2004,0.13,0.74,0.13,0.1348,4124
Bukowski: Born Into This,https://www.rogerebert.com/reviews/bukowski-born-into-this-2004,Roger Ebert,3.5,False,2004,0.101,0.827,0.073,-0.9731,5024
My Sister Maria,https://www.rogerebert.com/reviews/my-sister-maria-2004,Roger Ebert,3.5,False,2004,0.069,0.833,0.099,0.9878,6045
I'll Sleep When I'm Dead,https://www.rogerebert.com/reviews/ill-sleep-when-im-dead-2004,Roger Ebert,3.5,False,2004,0.117,0.799,0.083,-0.9888,4389
Before Sunset,https://www.rogerebert.com/reviews/before-sunset-2004,Roger Ebert,3.5,False,2004,0.032,0.853,0.115,0.9974,4764
De-Lovely,https://www.rogerebert.com/reviews/de-lovely-2004,Roger Ebert,3.5,False,2004,0.068,0.764,0.169,0.999,5699
The Notebook,https://www.rogerebert.com/reviews/the-notebook-2004,Roger Ebert,3.5,False,2004,0.06,0.744,0.196,0.9993,4764
Fahrenheit 9/11,https://www.rogerebert.com/reviews/fahrenheit-911-2004,Roger Ebert,3.5,False,2004,0.129,0.799,0.072,-0.997,6025
The Mother,https://www.rogerebert.com/reviews/the-mother-2004,Roger Ebert,3.5,False,2004,0.066,0.776,0.158,0.9981,4505
The Terminal,https://www.rogerebert.com/reviews/the-terminal-2004,Roger Ebert,3.5,False,2004,0.073,0.768,0.159,0.9989,6392
Harry Potter and the Prisoner of Azkaban,https://www.rogerebert.com/reviews/harry-potter-and-the-prisoner-of-azkaban-2004,Roger Ebert,3.5,False,2004,0.108,0.76,0.133,0.9787,5531
Saved!,https://www.rogerebert.com/reviews/saved-2004,Roger Ebert,3.5,False,2004,0.059,0.8,0.141,0.9969,4587
The Saddest Music in the World,https://www.rogerebert.com/reviews/the-saddest-music-in-the-world-2004,Roger Ebert,3.5,False,2004,0.084,0.753,0.163,0.998,4855
The Seagull's Laughter,https://www.rogerebert.com/reviews/the-seagulls-laughter-2004,Roger Ebert,3.5,False,2004,0.102,0.762,0.137,0.9822,4445
The Agronomist,https://www.rogerebert.com/reviews/the-agronomist-2004,Roger Ebert,3.5,False,2004,0.122,0.774,0.104,-0.9679,4014
Young Adam,https://www.rogerebert.com/reviews/young-adam-2004,Roger Ebert,3.5,False,2004,0.087,0.785,0.128,0.9904,4524
I'm Not Scared (Io non ho paura),https://www.rogerebert.com/reviews/im-not-scared-io-non-ho-paura-2004,Roger Ebert,3.5,False,2004,0.048,0.822,0.129,0.997,4302
BON VOYAGE,https://www.rogerebert.com/reviews/bon-voyage-2004,Roger Ebert,3.5,False,2004,0.07,0.733,0.197,0.9994,5814
The Alamo,https://www.rogerebert.com/reviews/the-alamo-2004,Roger Ebert,3.5,False,2004,0.092,0.818,0.091,-0.6716,6014
Ella Enchanted,https://www.rogerebert.com/reviews/ella-enchanted-2004,Roger Ebert,3.5,False,2004,0.104,0.744,0.152,0.9854,3865
The Umbrellas of Cherbourg,https://www.rogerebert.com/reviews/the-umbrellas-of-cherbourg-2004,Roger Ebert,3.5,False,2004,0.03,0.774,0.196,0.9993,4103
Hellboy,https://www.rogerebert.com/reviews/hellboy-2004,Roger Ebert,3.5,False,2004,0.118,0.781,0.101,-0.9549,5230
Jersey Girl,https://www.rogerebert.com/reviews/jersey-girl-2004,Roger Ebert,3.5,False,2004,0.064,0.778,0.157,0.9983,4607
Intermission,https://www.rogerebert.com/reviews/intermission-2004,Roger Ebert,3.5,False,2004,0.134,0.717,0.149,0.834,4576
Never Die Alone,https://www.rogerebert.com/reviews/never-die-alone-2004,Roger Ebert,3.5,False,2004,0.109,0.776,0.115,0.8875,3510
Osama,https://www.rogerebert.com/reviews/osama-2004,Roger Ebert,3.5,False,2004,0.117,0.792,0.09,-0.9675,3577
My Architect,https://www.rogerebert.com/reviews/my-architect-2004,Roger Ebert,3.5,False,2004,0.093,0.821,0.085,-0.8919,4141
Aileen: Life and Death of a Serial Killer,https://www.rogerebert.com/reviews/aileen-life-and-death-of-a-serial-killer-2004,Roger Ebert,3.5,False,2004,0.179,0.73,0.091,-0.9978,4034
The Tracker,https://www.rogerebert.com/reviews/the-tracker-2004,Roger Ebert,3.5,False,2004,0.112,0.797,0.092,-0.9759,4825
Japanese Story,https://www.rogerebert.com/reviews/japanese-story-2004,Roger Ebert,3.5,False,2004,0.123,0.78,0.097,-0.9857,5278
The Triplets of Belleville,https://www.rogerebert.com/reviews/the-triplets-of-belleville-2003,Roger Ebert,3.5,False,2003,0.097,0.832,0.072,-0.8992,4212
Peter Pan,https://www.rogerebert.com/reviews/peter-pan-2003,Roger Ebert,3.5,False,2003,0.072,0.749,0.178,0.9989,4865
The Company,https://www.rogerebert.com/reviews/the-company-2003,Roger Ebert,3.5,False,2003,0.054,0.843,0.103,0.9973,7103
The Cooler,https://www.rogerebert.com/reviews/the-cooler-2003,Roger Ebert,3.5,False,2003,0.083,0.765,0.151,0.9981,5712
Lord of the Rings: The Return of the King,https://www.rogerebert.com/reviews/lord-of-the-rings-the-return-of-the-king-2003,Roger Ebert,3.5,False,2003,0.077,0.736,0.187,0.9995,6879
Something's Gotta Give,https://www.rogerebert.com/reviews/somethings-gotta-give-2003,Roger Ebert,3.5,False,2003,0.051,0.812,0.137,0.9979,5279
The Last Samurai,https://www.rogerebert.com/reviews/the-last-samurai-2003,Roger Ebert,3.5,False,2003,0.112,0.74,0.147,0.9934,6582
Bad Santa,https://www.rogerebert.com/reviews/bad-santa-2003,Roger Ebert,3.5,False,2003,0.127,0.732,0.141,0.9326,5527
Tupac: Resurrection,https://www.rogerebert.com/reviews/tupac-resurrection-2003,Roger Ebert,3.5,False,2003,0.11,0.806,0.084,-0.9828,5006
Shattered Glass,https://www.rogerebert.com/reviews/shattered-glass-2003,Roger Ebert,3.5,False,2003,0.09,0.76,0.149,0.9974,5987
Love Actually,https://www.rogerebert.com/reviews/love-actually-2003,Roger Ebert,3.5,False,2003,0.077,0.73,0.193,0.9991,5465
The Human Stain,https://www.rogerebert.com/reviews/the-human-stain-2003,Roger Ebert,3.5,False,2003,0.083,0.829,0.088,0.6102,6205
Eyes Without a Face,https://www.rogerebert.com/reviews/eyes-without-a-face-2003,Roger Ebert,3.5,False,2003,0.172,0.742,0.086,-0.9978,4732
The Revolution Will Not Be Televised,https://www.rogerebert.com/reviews/the-revolution-will-not-be-televised-2003,Roger Ebert,3.5,False,2003,0.126,0.762,0.112,-0.955,5770
Bus 174,https://www.rogerebert.com/reviews/bus-174-2003,Roger Ebert,3.5,False,2003,0.184,0.742,0.074,-0.9985,3641
The Station Agent,https://www.rogerebert.com/reviews/the-station-agent-2003,Roger Ebert,3.5,False,2003,0.095,0.779,0.126,0.9866,5540
Dopamine,https://www.rogerebert.com/reviews/dopamine-2003,Roger Ebert,3.5,False,2003,0.068,0.738,0.194,0.9989,4195
School of Rock,https://www.rogerebert.com/reviews/school-of-rock-2003,Roger Ebert,3.5,False,2003,0.105,0.754,0.141,0.9876,4423
The Rundown,https://www.rogerebert.com/reviews/the-rundown,Roger Ebert,3.5,False,rundown,0.09,0.773,0.137,0.9935,4814
Thirteen,https://www.rogerebert.com/reviews/thirteen-2003,Roger Ebert,3.5,False,2003,0.135,0.73,0.135,-0.7844,6383
Open Range,https://www.rogerebert.com/reviews/open-range-2003,Roger Ebert,3.5,False,2003,0.117,0.745,0.138,0.9723,6215
The Magdalene Sisters,https://www.rogerebert.com/reviews/the-magdalene-sisters-2003,Roger Ebert,3.5,False,2003,0.149,0.751,0.1,-0.9952,4672
The Weather Underground,https://www.rogerebert.com/reviews/the-weather-underground-2003,Roger Ebert,3.5,False,2003,0.191,0.759,0.05,-0.9987,3536
Dirty Pretty Things,https://www.rogerebert.com/reviews/dirty-pretty-things-2003,Roger Ebert,3.5,False,2003,0.101,0.763,0.136,0.9865,4404
Seabiscuit,https://www.rogerebert.com/reviews/seabiscuit-2003,Roger Ebert,3.5,False,2003,0.101,0.764,0.135,0.9926,5887
I Capture the Castle,https://www.rogerebert.com/reviews/i-capture-the-castle-2003,Roger Ebert,3.5,False,2003,0.08,0.754,0.166,0.9979,4363
Stone Reader,https://www.rogerebert.com/reviews/stone-reader-2003,Roger Ebert,3.5,False,2003,0.045,0.837,0.118,0.998,5966
Dracula: Pages From A Virgin's Diary,https://www.rogerebert.com/reviews/dracula-pages-from-a-virgins-diary-2003,Roger Ebert,3.5,False,2003,0.056,0.822,0.122,0.9934,4201
